symbol,chain_id,direction,entry,stop_loss,tp1,rr,status,pnl_r,signal_time,entry_time,exit_time,exit_price,bars_in_trade
SOL/USDT,Signal_1,LONG,133.05960000000002,130.39840800000002,136.89999999999998,2.57,CLOSED_SL,-1.0,2025-11-20 16:00,2025-11-20 16:15,2025-11-21 07:00,130.39840800000002,60
SOL/USDT,Signal_1,LONG,133.05960000000002,130.39840800000002,136.89999999999998,2.57,CLOSED_SL,-1.0,2025-11-20 17:00,2025-11-20 17:30,2025-11-21 07:00,130.39840800000002,55
SOL/USDT,2.6,LONG,128.545,126.102,130.0,2.95,CLOSED_SL,-1.0,2025-11-21 20:15,2025-11-21 21:15,2025-11-21 22:45,126.102,7
SOL/USDT,Signal_1,LONG,133.05960000000002,130.39840800000002,137.515,2.57,CANCELLED,0.0,2025-11-21 20:00,,2025-11-22 08:45,,0
SOL/USDT,Signal_1,LONG,133.05960000000002,130.39840800000002,137.515,2.57,CANCELLED,0.0,2025-11-21 22:45,,2025-11-22 11:30,,0
SOL/USDT,Signal_1,LONG,126.1212,123.598776,130.24,4.52,CLOSED_TP,4.52,2025-11-22 08:45,2025-11-22 09:00,2025-11-23 02:30,130.24,71
SOL/USDT,Signal_1,LONG,126.1212,123.598776,130.24,4.52,CLOSED_TP,4.52,2025-11-22 11:30,2025-11-22 12:00,2025-11-23 02:30,130.24,59
SOL/USDT,2.6,LONG,127.905,126.46171428571428,130.0,1.65,CANCELLED,0.0,2025-11-23 03:15,,2025-11-23 03:30,,0
SOL/USDT,Signal_1,LONG,126.1212,123.73471428571429,130.24,4.77,CANCELLED,0.0,2025-11-23 04:00,,2025-11-23 04:15,,0
SOL/USDT,Signal_1,LONG,126.1212,123.73471428571429,130.24,4.77,CANCELLED,0.0,2025-11-23 05:00,,2025-11-23 05:15,,0
SOL/USDT,2.6,LONG,127.905,126.47971428571428,130.0,1.83,CANCELLED,0.0,2025-11-23 06:15,,2025-11-23 09:30,,0
SOL/USDT,Signal_1,LONG,126.1212,123.73471428571429,130.24,4.77,CANCELLED,0.0,2025-11-23 07:30,,2025-11-23 09:30,,0
SOL/USDT,Signal_1,LONG,129.2508,126.665784,130.24,3.2,CANCELLED,0.0,2025-11-23 20:00,,2025-11-23 20:15,,0
SOL/USDT,Signal_1,LONG,129.2508,126.665784,130.24,3.2,CANCELLED,0.0,2025-11-23 22:30,,2025-11-23 22:45,,0
SOL/USDT,Signal_1,LONG,132.1048,129.462704,137.515,2.95,CLOSED_SL,-1.0,2025-11-24 00:00,2025-11-24 00:45,2025-11-24 09:15,129.462704,35
