symbol,chain_id,direction,entry,stop_loss,tp1,rr,status,pnl_r,signal_time,entry_time,exit_time,exit_price,bars_in_trade
BTC/USDT,Signal_1,LONG,122415.0452,120126.51585714286,124657.16591428571,1.96,CLOSED_SL,-1.0,2025-10-09 00:00,2025-10-09 01:30,2025-10-09 16:45,120126.51585714286,62
BTC/USDT,Signal_1,LONG,122415.0452,120126.51585714286,124657.16591428571,1.96,CLOSED_SL,-1.0,2025-10-09 02:30,2025-10-09 11:15,2025-10-09 16:45,120126.51585714286,23
BTC/USDT,1.5,SHORT,114637.43,116930.1786,110477.26142857142,3.63,CANCELLED,0.0,2025-10-11 00:00,,2025-10-11 07:45,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,110477.26142857142,3.63,CANCELLED,0.0,2025-10-11 02:00,,2025-10-11 07:45,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111896.95999999999,1.74,CANCELLED,0.0,2025-10-11 08:00,,2025-10-11 08:15,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111896.95999999999,1.74,CANCELLED,0.0,2025-10-11 09:30,,2025-10-11 09:45,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111195.14499999999,1.74,CANCELLED,0.0,2025-10-11 12:00,,2025-10-11 19:15,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111195.14499999999,1.74,CANCELLED,0.0,2025-10-11 14:30,,2025-10-11 19:15,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111195.14499999999,1.74,CANCELLED,0.0,2025-10-12 08:00,,2025-10-12 09:00,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,111195.14499999999,1.74,CANCELLED,0.0,2025-10-12 10:30,,2025-10-12 14:30,,0
BTC/USDT,1.5,SHORT,114637.43,116930.1786,110652.28,1.86,CLOSED_TP,1.86,2025-10-12 13:00,2025-10-12 16:45,2025-10-14 10:15,110652.28,167
BTC/USDT,1.5,SHORT,114637.43,116930.1786,110652.28,1.86,CLOSED_TP,1.86,2025-10-12 15:30,2025-10-12 16:45,2025-10-14 10:15,110652.28,167
BTC/USDT,1.5,SHORT,112709.88,114147.05085714287,110212.52571428572,3.48,CANCELLED,0.0,2025-10-14 10:15,,2025-10-14 10:30,,0
BTC/USDT,1.5,SHORT,112709.88,114180.68107142857,110044.37464285715,3.62,CANCELLED,0.0,2025-10-14 12:30,,2025-10-14 13:30,,0
BTC/USDT,1.5,SHORT,112709.88,114180.68107142857,110044.37464285715,3.62,CLOSED_TP,3.62,2025-10-14 15:00,2025-10-14 15:45,2025-10-16 09:30,110044.37464285715,168
BTC/USDT,Signal_1,LONG,111073.78540000001,109322.8725,112709.88,1.87,CLOSED_SL,-1.0,2025-10-15 12:00,2025-10-15 13:45,2025-10-16 15:30,109322.8725,104
BTC/USDT,Signal_1,LONG,111073.78540000001,109613.69307142857,112709.88,2.24,CLOSED_SL,-1.0,2025-10-16 12:00,2025-10-16 13:15,2025-10-16 15:30,109613.69307142857,10
BTC/USDT,1.4,SHORT,108905.34,110151.41292857143,107598.27535714285,2.1,CLOSED_TP,2.1,2025-10-16 17:00,2025-10-16 17:15,2025-10-16 20:30,107598.27535714285,14
BTC/USDT,Signal_1,LONG,111073.78540000001,109613.69307142857,112709.88,2.24,CANCELLED,0.0,2025-10-16 15:30,,2025-10-17 04:15,,0
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,104468.29178571427,2.63,CANCELLED,0.0,2025-10-17 08:00,,2025-10-17 10:00,,0
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,104468.29178571427,2.63,CANCELLED,0.0,2025-10-17 10:30,,2025-10-17 10:45,,0
BTC/USDT,Signal_1,LONG,111073.78540000001,109678.03814285714,112709.88,2.35,CANCELLED,0.0,2025-10-17 00:00,,2025-10-17 12:45,,0
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,104319.825,2.77,CLOSED_SL,-1.0,2025-10-17 13:00,2025-10-17 16:00,2025-10-19 18:45,109438.66619999999,204
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,104319.825,2.77,CLOSED_SL,-1.0,2025-10-17 15:30,2025-10-17 16:00,2025-10-19 18:45,109438.66619999999,204
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,105660.57535714285,1.52,CANCELLED,0.0,2025-10-19 18:45,,2025-10-20 07:30,,0
BTC/USDT,Signal_1,LONG,108742.24459999999,106567.399708,109702.0,1.82,CANCELLED,0.0,2025-10-20 20:00,,2025-10-20 20:15,,0
BTC/USDT,Signal_1,LONG,108742.24459999999,106567.399708,109702.0,1.82,CANCELLED,0.0,2025-10-20 21:00,,2025-10-20 21:15,,0
BTC/USDT,Signal_1,LONG,108742.24459999999,106567.399708,109702.0,1.82,CANCELLED,0.0,2025-10-20 23:30,,2025-10-20 23:45,,0
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,105377.775,1.78,CANCELLED,0.0,2025-10-21 00:00,,2025-10-21 12:45,,0
BTC/USDT,1.5,SHORT,107292.81,109438.66619999999,105377.775,1.78,CANCELLED,0.0,2025-10-21 02:00,,2025-10-21 14:45,,0
BTC/USDT,1.5,SHORT,109738.73999999999,111933.51479999999,108266.475,1.77,CLOSED_TP,1.77,2025-10-21 16:00,2025-10-21 22:15,2025-10-21 23:30,108266.475,6
BTC/USDT,1.5,SHORT,109738.73999999999,111933.51479999999,108266.475,1.77,CLOSED_TP,1.77,2025-10-21 17:00,2025-10-21 22:15,2025-10-21 23:30,108266.475,6
BTC/USDT,1.5,SHORT,109738.73999999999,111933.51479999999,108266.475,1.77,CANCELLED,0.0,2025-10-21 23:30,,2025-10-22 00:00,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 00:00,,2025-10-22 00:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 00:30,,2025-10-22 00:45,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 03:00,,2025-10-22 03:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 05:30,,2025-10-22 05:45,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 08:00,,2025-10-22 08:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 10:30,,2025-10-22 10:45,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 13:00,,2025-10-22 13:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 15:30,,2025-10-22 15:45,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 18:00,,2025-10-22 18:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 20:30,,2025-10-22 20:45,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,108266.475,1.88,CANCELLED,0.0,2025-10-22 23:00,,2025-10-22 23:15,,0
BTC/USDT,1.5,SHORT,110001.25,112201.275,107161.15107142857,2.58,CLOSED_SL,-1.0,2025-10-23 01:30,2025-10-23 06:15,2025-10-26 09:15,112201.275,301
BTC/USDT,1.5,SHORT,110001.25,112201.275,107043.9175,2.69,CLOSED_SL,-1.0,2025-10-23 04:00,2025-10-23 06:15,2025-10-26 09:15,112201.275,301
BTC/USDT,Signal_1,LONG,110632.03880000001,109265.34642857143,112381.57,1.77,CLOSED_SL,-1.0,2025-10-30 00:00,2025-10-30 01:45,2025-10-30 04:15,109265.34642857143,11
BTC/USDT,Signal_1,LONG,110632.03880000001,109265.34642857143,112381.57,1.77,CLOSED_SL,-1.0,2025-10-30 01:00,2025-10-30 01:45,2025-10-30 04:15,109265.34642857143,11
BTC/USDT,Signal_1,LONG,107176.8164,106101.68864285715,108953.57500000001,2.35,CANCELLED,0.0,2025-10-31 00:00,,2025-10-31 00:45,,0
BTC/USDT,Signal_1,LONG,107176.8164,106101.68864285715,108953.57500000001,2.35,CANCELLED,0.0,2025-10-31 02:00,,2025-10-31 02:15,,0
BTC/USDT,Signal_1,LONG,106922.3804,105840.045,108385.17,1.71,CLOSED_SL,-1.0,2025-11-04 04:00,2025-11-04 04:15,2025-11-04 05:15,105840.045,5
BTC/USDT,1.5,SHORT,105275.72,107381.2344,102878.22178571428,2.28,CANCELLED,0.0,2025-11-04 08:00,,2025-11-04 16:15,,0
BTC/USDT,Signal_1,LONG,106922.3804,105840.045,108385.17,1.71,CANCELLED,0.0,2025-11-04 06:00,,2025-11-04 18:45,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99437.29178571429,2.9,CANCELLED,0.0,2025-11-04 20:00,,2025-11-04 21:30,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99437.29178571429,2.9,CANCELLED,0.0,2025-11-04 21:00,,2025-11-04 21:30,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99437.29178571429,2.9,CANCELLED,0.0,2025-11-04 23:30,,2025-11-05 01:15,,0
BTC/USDT,1.4,SHORT,100095.31,101338.5545,98999.5375,1.76,CLOSED_TP,1.76,2025-11-04 23:30,2025-11-05 01:00,2025-11-05 01:30,98999.5375,3
BTC/USDT,1.4,SHORT,99808.62,100897.41407142857,98912.34964285714,1.65,CLOSED_SL,-1.0,2025-11-05 01:30,2025-11-05 01:45,2025-11-05 01:45,100897.41407142857,1
BTC/USDT,1.4,SHORT,100095.31,101347.54121428571,98954.60392857142,1.82,CLOSED_SL,-1.0,2025-11-04 23:00,2025-11-05 01:00,2025-11-05 02:00,101347.54121428571,5
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99146.93250000001,3.18,CLOSED_SL,-1.0,2025-11-05 02:00,2025-11-05 12:15,2025-11-05 19:15,104452.1514,29
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99189.88821428572,3.14,CLOSED_SL,-1.0,2025-11-05 04:30,2025-11-05 12:15,2025-11-05 19:15,104452.1514,29
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99267.60321428571,3.06,CANCELLED,0.0,2025-11-05 19:15,,2025-11-06 08:00,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99267.60321428571,3.06,CANCELLED,0.0,2025-11-05 19:30,,2025-11-06 08:15,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99657.02785714286,2.68,CLOSED_TP,2.68,2025-11-06 08:00,2025-11-06 12:45,2025-11-07 12:30,99657.02785714286,96
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99657.02785714286,2.68,CLOSED_TP,2.68,2025-11-06 10:30,2025-11-06 12:45,2025-11-07 12:30,99657.02785714286,96
BTC/USDT,1.5,SHORT,102404.07,104452.1514,100150.8825,2.2,CANCELLED,0.0,2025-11-07 12:30,,2025-11-07 12:45,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,100150.8825,2.2,CANCELLED,0.0,2025-11-07 14:00,,2025-11-07 14:15,,0
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99952.54178571429,2.39,CLOSED_SL,-1.0,2025-11-07 16:30,2025-11-07 17:15,2025-11-09 18:45,104452.1514,199
BTC/USDT,1.5,SHORT,102404.07,104452.1514,99952.54178571429,2.39,CLOSED_SL,-1.0,2025-11-07 19:00,2025-11-08 05:45,2025-11-09 18:45,104452.1514,149
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,108385.17,2.93,CANCELLED,0.0,2025-11-10 08:00,,2025-11-10 20:45,,0
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,108385.17,2.93,CANCELLED,0.0,2025-11-10 09:30,,2025-11-10 22:15,,0
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,106283.685,1.85,CANCELLED,0.0,2025-11-10 20:45,,2025-11-11 01:15,,0
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,106283.685,1.85,CANCELLED,0.0,2025-11-10 22:15,,2025-11-11 01:15,,0
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,106058.61,1.85,CANCELLED,0.0,2025-11-11 04:00,,2025-11-11 04:15,,0
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,106058.61,1.85,CLOSED_SL,-1.0,2025-11-11 05:30,2025-11-11 12:45,2025-11-12 15:45,102431.283248,109
BTC/USDT,Signal_1,LONG,104521.7176,102431.283248,106755.565,1.85,CLOSED_SL,-1.0,2025-11-11 08:00,2025-11-11 12:45,2025-11-12 15:45,102431.283248,109
BTC/USDT,Signal_1,LONG,103196.38,102039.38685714285,104246.11499999999,2.16,CANCELLED,0.0,2025-11-12 15:45,,2025-11-13 04:30,,0
BTC/USDT,1.5,SHORT,102698.70999999999,104752.68419999999,100439.32428571428,2.2,CANCELLED,0.0,2025-11-12 16:00,,2025-11-13 04:45,,0
BTC/USDT,Signal_1,LONG,101656.7404,100346.56007142857,102698.70999999999,1.91,CANCELLED,0.0,2025-11-13 04:30,,2025-11-13 05:45,,0
BTC/USDT,Signal_1,LONG,101656.7404,100346.56007142857,102698.70999999999,1.91,CANCELLED,0.0,2025-11-13 05:45,,2025-11-13 06:00,,0
BTC/USDT,1.5,SHORT,102698.70999999999,104752.68419999999,100363.56035714285,2.27,CLOSED_TP,2.27,2025-11-13 04:30,2025-11-13 05:45,2025-11-13 17:15,100363.56035714285,47
BTC/USDT,1.5,SHORT,102698.70999999999,104752.68419999999,100363.56035714285,2.27,CLOSED_TP,2.27,2025-11-13 05:45,2025-11-13 09:00,2025-11-13 17:15,100363.56035714285,34
BTC/USDT,1.5,SHORT,100842.725,102859.5795,98230.95821428573,2.59,CANCELLED,0.0,2025-11-13 20:00,,2025-11-13 20:15,,0
BTC/USDT,1.5,SHORT,100842.725,102859.5795,98230.95821428573,2.59,CANCELLED,0.0,2025-11-13 22:30,,2025-11-14 04:30,,0
BTC/USDT,Signal_1,LONG,102270.59700000001,100291.23664285714,102698.70999999999,1.73,CANCELLED,0.0,2025-11-13 20:00,,2025-11-14 08:45,,0
BTC/USDT,Signal_1,LONG,102270.59700000001,100291.23664285714,102698.70999999999,1.73,CANCELLED,0.0,2025-11-13 22:30,,2025-11-14 11:15,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,95101.26214285714,3.08,CANCELLED,0.0,2025-11-14 08:45,,2025-11-14 12:30,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,95101.26214285714,3.08,CANCELLED,0.0,2025-11-14 11:15,,2025-11-14 12:30,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,94874.28107142857,3.31,CANCELLED,0.0,2025-11-14 13:30,,2025-11-14 13:45,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,94885.46785714287,3.3,CANCELLED,0.0,2025-11-15 00:00,,2025-11-15 00:45,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,94885.46785714287,3.3,CANCELLED,0.0,2025-11-15 02:00,,2025-11-15 14:45,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,94907.84785714286,3.28,CANCELLED,0.0,2025-11-15 04:30,,2025-11-15 17:15,,0
BTC/USDT,1.5,SHORT,98126.85,100089.387,95172.95142857144,3.01,CANCELLED,0.0,2025-11-15 14:45,,2025-11-15 20:45,,0
BTC/USDT,Signal_1,LONG,95107.277,93591.73,96008.51000000001,1.53,CLOSED_SL,-1.0,2025-11-16 12:00,2025-11-16 15:45,2025-11-16 21:15,93591.73,23
BTC/USDT,Signal_1,LONG,95107.277,93591.73,96008.51000000001,1.53,CLOSED_SL,-1.0,2025-11-16 13:00,2025-11-16 15:45,2025-11-16 21:15,93591.73,23
BTC/USDT,Signal_1,LONG,95107.277,93614.72435714286,96008.51000000001,1.55,CLOSED_TP,1.55,2025-11-16 21:15,2025-11-17 00:45,2025-11-17 08:15,96008.51000000001,31
BTC/USDT,Signal_1,LONG,95107.277,93614.72435714286,96008.51000000001,1.55,CLOSED_TP,1.55,2025-11-16 23:00,2025-11-17 00:45,2025-11-17 08:15,96008.51000000001,31
BTC/USDT,Signal_1,LONG,94268.3276,92678.23692857144,96008.51000000001,1.98,CLOSED_TP,1.98,2025-11-17 08:15,2025-11-17 13:30,2025-11-17 14:30,96008.51000000001,5
BTC/USDT,Signal_1,LONG,94268.3276,92678.23692857144,96008.51000000001,1.98,CLOSED_TP,1.98,2025-11-17 09:00,2025-11-17 13:30,2025-11-17 14:30,96008.51000000001,5
BTC/USDT,Signal_1,LONG,94268.3276,92639.1885,95688.38500000001,1.94,CLOSED_SL,-1.0,2025-11-17 14:30,2025-11-17 15:00,2025-11-17 18:00,92639.1885,13
BTC/USDT,1.5,SHORT,92985.39,94845.0978,90898.06928571429,2.24,CANCELLED,0.0,2025-11-17 20:00,,2025-11-18 02:15,,0
BTC/USDT,1.3,LONG,94298.595,93325.83071428571,95124.56,1.89,CANCELLED,0.0,2025-11-17 17:00,,2025-11-18 05:45,,0
BTC/USDT,1.5,SHORT,92985.39,94845.0978,90614.76214285714,2.55,CLOSED_TP,2.55,2025-11-18 08:00,2025-11-18 15:15,2025-11-19 05:30,90614.76214285714,58
BTC/USDT,1.5,SHORT,92985.39,94845.0978,90614.76214285714,2.55,CLOSED_TP,2.55,2025-11-18 10:00,2025-11-18 15:15,2025-11-19 05:30,90614.76214285714,58
BTC/USDT,Signal_1,LONG,90238.9228,88759.38407142858,92245.82,1.86,CLOSED_TP,1.86,2025-11-19 05:30,2025-11-19 05:45,2025-11-19 15:00,92245.82,38
BTC/USDT,Signal_1,LONG,90238.9228,88747.40871428572,92245.82,1.84,CANCELLED,0.0,2025-11-19 15:00,,2025-11-19 15:15,,0
BTC/USDT,1.5,SHORT,92245.82,94065.69592857143,89773.84035714286,2.72,CLOSED_TP,2.72,2025-11-19 05:30,2025-11-19 15:00,2025-11-19 16:15,89773.84035714286,6
BTC/USDT,Signal_1,LONG,90238.9228,88728.44828571429,92245.82,2.07,CLOSED_TP,2.07,2025-11-19 16:00,2025-11-19 21:15,2025-11-20 00:30,92245.82,14
BTC/USDT,Signal_1,LONG,90238.9228,88728.44828571429,92245.82,2.07,CLOSED_TP,2.07,2025-11-19 18:30,2025-11-19 21:15,2025-11-20 00:30,92245.82,14
BTC/USDT,Signal_1,LONG,89449.7238,88104.08978571428,90652.485,2.03,CANCELLED,0.0,2025-11-20 12:00,,2025-11-20 12:15,,0
BTC/USDT,Signal_1,LONG,89449.7238,88104.08978571428,90652.485,2.03,CANCELLED,0.0,2025-11-20 14:30,,2025-11-20 14:45,,0
BTC/USDT,2.6,SHORT,89544.575,90442.84264285714,88396.11178571428,2.56,CANCELLED,0.0,2025-11-20 16:15,,2025-11-20 16:30,,0
BTC/USDT,1.5,SHORT,85034.945,86735.64390000001,81030.16785714286,4.71,CLOSED_SL,-1.0,2025-11-21 16:00,2025-11-21 17:00,2025-11-23 04:15,86735.64390000001,142
BTC/USDT,1.5,SHORT,85034.945,86735.64390000001,81030.16785714286,4.71,CLOSED_SL,-1.0,2025-11-21 18:00,2025-11-21 18:45,2025-11-23 04:15,86735.64390000001,135
BTC/USDT,Signal_1,LONG,84169.6372,82486.244456,85034.945,2.31,CANCELLED,0.0,2025-11-23 04:15,,2025-11-23 04:30,,0
BTC/USDT,Signal_1,LONG,84169.6372,82486.244456,85034.945,2.31,CANCELLED,0.0,2025-11-23 05:00,,2025-11-23 05:15,,0
BTC/USDT,1.5,SHORT,85034.945,86245.03628571429,81909.76357142859,5.17,CANCELLED,0.0,2025-11-23 04:15,,2025-11-23 17:00,,0
BTC/USDT,1.5,SHORT,85034.945,86245.03628571429,81909.76357142859,5.17,CANCELLED,0.0,2025-11-23 05:00,,2025-11-23 17:45,,0
